Topic,Count,Name,Representation,Representative_Docs
206,19,206_taxi_golpearnos_fuerte_taxista,"['taxi', 'golpearnos', 'fuerte', 'taxista', 'evitaria', 'paraguas', 'mesas', 'saludado', 'cristalina', 'sillas']","['visite playa par semana agua cristalina buceando excelente pasar tiempo saludado inmediatamente alguien tratando sentarse mesas agregar cargo servicio factura comentario negativo evitaria mesas rojas blancas simplemente viajar taxista detener vista faro', 'camino llegar caminos seguir taxi coche playa encontrar restaurantes aire delicioso generalmente persona pedir necesitar paraguas sol fuerte necesario playa cubierta suave arena blanca facil entrada oceano playa limpiar basura ambiente familiar cubierto traer alquilar equipo snorkel pescar aguas cristalina visibilidad fondo alquilar jet tomar recorrido bote playas restaurante favorito traer bebidas paraguas lugarenos ofreciendo platos lugar maravilloso senorita barato paseo taxi ciudad obtener', 'camino llegar caminos seguir taxi coche playa encontrar restaurantes aire delicioso generalmente persona pedir necesitar paraguas sol fuerte necesario playa cubierta suave arena blanca facil entrada oceano playa limpiar basura ambiente familiar cubierto traer alquilar equipo snorkel pescar aguas cristalina visibilidad fondo alquilar jet tomar recorrido bote playas restaurante favorito traer bebidas paraguas lugarenos ofreciendo platos lugar maravilloso senorita barato paseo taxi ciudad obtener']"
207,18,207_agresivo_calle_agresivos_deteriorado,"['agresivo', 'calle', 'agresivos', 'deteriorado', 'cursi', 'acosadores', 'ordenada', 'paralela', 'molesto', 'cercanas']","['ciudad zona costera peatonal cafeterias restaurantes tiendas cercanas area realmente pequena camino malecon arte clase comida establecimientos bebidas tiendas seguro seguridad vendedores ambulantes caminan agresivos', 'ciudad zona costera peatonal cafeterias restaurantes tiendas cercanas area realmente pequena camino malecon arte clase comida establecimientos bebidas tiendas seguro seguridad vendedores ambulantes caminan agresivos', 'a avenida playa carmen larga calle peatonal ciudad playa paralela calle ciudad desear negocios ofrecen bebida barata tacos baratos souvenirs baratos taxis ofertas viajes partes vendedores tiendas tratando llamar atencion cursi molesto encajar calle cursi calle cursi pueblo']"
208,18,208_ga_medusas_medusa_queman,"['ga', 'medusas', 'medusa', 'queman', 'experimentamos', 'aguamalas', 'fresa', 'picadura', 'buceamos', 'calamar']","['playa hermosa profunda perfecto ninos medusas tomar guardar', 'bonita cabe comentar medusas rayas 8 personas 3 pegaron agua mala medusas cuidado', 'coctel fresa fresa ga ga ga ga ga ga ga ga ga ga ga ga ga sangriento oceano medusas medusa pheonix pichacu cocineros calamar pulpo jardin clathrus ruber medusa medusa fenix mariscos hielo conserva pulpo gigante pez calamar medusa dios medusa']"
209,18,209_tema_mediodia_general_limpieza,"['tema', 'mediodia', 'general', 'limpieza', 'esperado', 'barco', 'mejoro', 'toco', 'positiva', 'paseo']","['encanto paseo barco bahia recorrido armado honestamente tema tranquilidad marco diferencia positiva plan tranquilo atardecer calor fuerte conviene agua bloqueador parada recomendable quedamos ganas volver tiempo', 'quede fascinado paseo marina atardecer regresar general tema limpieza marco diferencia positiva pareja vacaciones semana siente llevadero vale pena gente disfrutar', 'general paseo barco bahia logistica salio esperado general tema experiencia general marco diferencia positiva pareja semana clima toco favor mejoro definitivamente volveria sintio comodo']"
210,17,210_ciudad_cafeterias_complejos_corto,"['ciudad', 'cafeterias', 'complejos', 'corto', 'buceando', 'restaurantes', 'turisticos', 'amplio', 'amigable', 'compras']","['facil acceso lugar ciudad ciudad compras playas cafeterias restaurantes bares gusto lugar abierto paseos vida interesante', 'facil acceso lugar ciudad ciudad compras playas cafeterias restaurantes bares gusto lugar abierto paseos vida interesante', 'facil acceso lugar ciudad ciudad compras playas cafeterias restaurantes bares gusto lugar abierto paseos vida interesante']"
211,17,211_carnaval_alegoricos_desfile_autos,"['carnaval', 'alegoricos', 'desfile', 'autos', 'carros', 'carnestolenda', 'desfila', 'cuabdo', 'meteoritos', 'perseides']","['hermoso limpio camine bastantes carnaval toneladas cosas carnaval restaurantes bares arte genial', 'bonito carnaval', 'agradable carnaval']"
212,17,212_blas_tattoo_fest_abril,"['blas', 'tattoo', 'fest', 'abril', 'warning', 'san', 'fire', 'convenciontattoo', 'expotattoo', 'gobiernodesanblas']","['fire san blas tattoo fest fire presentamos categorias participantes edicion san blas tattoo fest sabado abril lettering arte chicano blackwork tradicional realismo sombras domingo abril neotradicional cultura mexicana realismo color estilo libre black grey atentos bases requeridas categorias warning nota importante warning diseno completamente original diseno copiado artista referencia internet seran descalificados automaticamente fire san blas tattoo fest fire warning sabado domingo abril warning round pushpin san blas nayarit mexico round pushpin convenciontattoo tattofest expotattoo sanblasnayarit nayarit mexico gobiernodesanblas abril calendar', 'fire san blas tattoo fest fire david angel david tatuador originario sayulita nayarit mexico presente edicion san blas tattoo fest david destacado piezas fullcolor neotradicional tendencias exponente participe eventos ancho pais instagram whatsapp warning abril sabado domingo warning round pushpin san blas nayarit mexico round pushpin expotattoo convenciontattoo tattofest sanblasnayarit sayulita nayarit mexico gobiernodesanblas abril calendar', 'fire san blas tattoo fest fire david angel david tatuador originario sayulita nayarit mexico presente edicion san blas tattoo fest david destacado piezas fullcolor neotradicional tendencias exponente participe eventos ancho pais instagram whatsapp warning abril sabado domingo warning round pushpin san blas nayarit mexico round pushpin expotattoo convenciontattoo tattofest sanblasnayarit sayulita nayarit mexico gobiernodesanblas abril calendar']"
213,17,213_galerias_artistas_tiendas_entretenimiento,"['galerias', 'artistas', 'tiendas', 'entretenimiento', 'numero', 'presionan', 'arte', 'times', 'atmosfera', 'bares']","['visita malecon esperando piso maravilloso hermosa vista bahia bares restaurantes tiendas vendedores artistas callejeros artistas lugar lleno gente lugarenos amigable esperado moverse atras atmosfera regresar capaz', 'playa times square vendedores ambulantes presionan tiendas especialmente galerias arte restaurantes ofertas turistas paseo completo comenzando norte escenico', 'playa times square vendedores ambulantes presionan tiendas especialmente galerias arte restaurantes ofertas turistas paseo completo comenzando norte escenico']"
214,17,214_puertos_vallarta_almaritmosdelanoche_lou,"['puertos', 'vallarta', 'almaritmosdelanoche', 'lou', 'atrapo', 'recojanos', 'cordillera', 'golpeando', 'puerto', 'caletas']","['noches puertos vallarta vallarta puertovallartamexico', 'noches puertos vallarta vallarta puertovallartamexico', 'puestas sol amaneceres ish millas nauticas grupo piqueros hermosa navegacion baja california navegacion costa barrilles esperando echar anclas brevemente saludar amigo lou continuar rumbo paz supongo llegar paz sabado siente agradecidamente naturaleza regresar bote escandalosamente comodo gracias capitan lou traer papasierra worldwind lacruzdehuanacaxtle lapazbcsmexico']"
215,16,215_policias_policia_efectivo_oficiales,"['policias', 'policia', 'efectivo', 'oficiales', 'ay', 'llevarnos', 'sucede', 'vigilancia', 'permanecer', 'ligero']","['policia malecon noche llevarnos lugar efectivo finalmente minutos tomar recomendar permanecer ligero evitar malecon elegir lugar turistas efectivo', 'policias playa escucharon policias', 'manana oficiales policia oficiales puerto vallarta detienen preguntar oficiales parando atras oficiales billetera tomando dinero efectivo bolsillo creer sucede trabajo negocio local alejar dinero policia anos viajando mundo interactuando sucede comunidad ayuda casas dinero policia local turista paseo enorme bofetada ciudad puerto vallarta social viaje linea programa viajes llamado espectaculo viajes descanso hombres simplemente caminando acera policia turista deteniendonos turista positivo sucede pais amor verdaderamente esperanza sucediendo turista disfrutar vacaciones']"
216,16,216_alegremonos_millas_baratas_recomienda,"['alegremonos', 'millas', 'baratas', 'recomienda', 'hotel', 'encantaria', 'antigua', 'divertidos', 'obras', 'sitios']","['distancia hotel comprar recomienda antigua ciudad cosas baratas sitios divertidos encantaria obras arte locales etc.', 'distancia hotel comprar recomienda antigua ciudad cosas baratas sitios divertidos encantaria obras arte locales etc.', 'distancia hotel comprar recomienda antigua ciudad cosas baratas sitios divertidos encantaria obras arte locales etc.']"
217,16,217_gama_mantenido_tiendas_vallarta,"['gama', 'mantenido', 'tiendas', 'vallarta', 'excelentes', 'mercadillos', 'pueblos', 'puerto', 'escondidos', 'montanas']","['malecon puerto vallarta parar caminar comprar tiendas tiendas alta gama tiendas gama baja restaurantes bares mercadillos disfrutaron gente puerto vallarta agradable amable encanto estancia', 'malecon puerto vallarta parar caminar comprar multitud tiendas tiendas alta gama tiendas gama baja restaurantes bares mercadillos disfrutaron gente puerto vallarta agradable amable encanto estancia', 'malecon puerto vallarta parar caminar comprar multitud tiendas tiendas alta gama tiendas gama baja restaurantes bares mercadillos disfrutaron gente puerto vallarta agradable amable encanto estancia']"
218,16,218_ferry_cuevas_neopreno_barco,"['ferry', 'cuevas', 'neopreno', 'barco', 'traje', 'cuidadosos', 'autobus', 'recorrido', 'desiguales', 'tierra']","['viaje chicas crucero amigo excursion eleccion tomo bote barco tierra firme minutos llegada minutos tour autobus cuevas jungla guias turisticos barco autobus cuevas excelente traje bano ahorrar tiempo traer ropa seca articulos personales incluyendo telefono camara casillero cerrado camaras relojes joyas permitidas cuevas joyeria izquierda barco articulos bloqueados casillero proporcionar cambiado solicitado ducha enjuague aceites piel agua temperatura necesita traje neopreno recomiendo proporcionar traje neopreno zapatos bano casco chaleco salvavidas ligero baston tomar baston ok tipo sensacion etc. traje neopreno incomodo quitaron disfrutando interior cuevas paseo minuto recorrido cuevas toma horas recorrido agua oscura cuello necesita llegar espacios pequenos terreno tiempos desiguales guiar grupo personas comunicarse ayudar navegar paso pequeno agua profunda etc personas edades grupo menores rasgunos rocas grupo fotografos tomar fotos cuevas paquete fotos comprar recorrido cueva cambiar cabeza restaurante sitio autentica comida mexicana estilo buffet disfrutar tiro licor mexicano guia turistico tiempo recorrido crucero tiempo extra tienda etc', 'visitar crucero parada atracada recorrido reservado cuevas subterraneas rio secreto eleccion cuevas ubicadas tierra firme tomar ferry alta velocidad playa carmen viaje minimo autobus centro cuevas viaje minimo autobus caminos minimos autopista minuto camino tierra jungla viaje relativamente lleno baches preocupado conductores cuidadosos navegar baches conducir llegado grupo cuevas roto grupos pequenos personas asignadas guia especifico afortunado asignen zapatos agua traje neopreno chaleco salvavidas casco equipado lampara cabeza equipo forma limpio taquillas cerraduras centro agradable limpio vestuarios ducha rapida asegurese traer productos quimicos cuevas equipadas guiado cueva jungla terminado pasar horas cueva experiencia increible porciones exploracion tierra seca porciones agua agua super limpio fresco super frio traje neopreno agua pies profundos miedo chaleco salvavidas simplemente flotarian sentimiento agradable leer resenas recorrido permitido traer camaras telefonos razones seguridad honesto sentido estaria politica fotografo acompana grupo toma recorrido recorrido ofrecido comprar fotos fotos fotos recorrido fotos caro decidir recorrido completo cambiado atras ropa regular tomado agradable buffet mexicano comida honesta horas frescas comida recorrido apreciado guia informacion compartir grupo sentido humor apreciado recorrido cuevas realmente consciente cuidadoso asegurandose estuvieran terreno seguro hundida obstaculos desiguales cuidadosos aseguraron seguro recorrido realmente disfrute experiencia unica organizado instalaciones personal amable profesional especialmente recorrido completo transporte ida vuelta barco tomo horas', 'visitar crucero parada atracada recorrido reservado cuevas subterraneas rio secreto eleccion cuevas ubicadas tierra firme tomar ferry alta velocidad playa carmen viaje minimo autobus centro cuevas viaje minimo autobus caminos minimos autopista minuto camino tierra jungla viaje relativamente lleno baches preocupado conductores cuidadosos navegar baches conducir llegado grupo cuevas roto grupos pequenos personas asignadas guia especifico afortunado asignen zapatos agua traje neopreno chaleco salvavidas casco equipado lampara cabeza equipo forma limpio taquillas cerraduras centro agradable limpio vestuarios ducha rapida asegurese traer productos quimicos cuevas equipadas guiado cueva jungla terminado pasar horas cueva experiencia increible porciones exploracion tierra seca porciones agua agua super limpio fresco super frio traje neopreno agua pies profundos miedo chaleco salvavidas simplemente flotarian sentimiento agradable leer resenas recorrido permitido traer camaras telefonos razones seguridad honesto sentido estaria politica fotografo acompana grupo toma recorrido recorrido ofrecido comprar fotos fotos fotos recorrido fotos caro decidir recorrido completo cambiado atras ropa regular tomado agradable buffet mexicano comida honesta horas frescas comida recorrido apreciado guia informacion compartir grupo sentido humor apreciado recorrido cuevas realmente consciente cuidadoso asegurandose estuvieran terreno seguro hundida obstaculos desiguales cuidadosos aseguraron seguro recorrido realmente disfrute experiencia unica organizado instalaciones personal amable profesional especialmente recorrido completo transporte ida vuelta barco tomo horas']"
